Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
Yeinor Santamaría;https://www.transfermarkt.com/yeinor-santamaria/profil/spieler/242838;Jan 1, 2011;Santos FC;Unknown;Aug 8, 1980 ;40;No national team players;-;-;Midfielder
Julio Morales;https://www.transfermarkt.com/julio-morales/profil/spieler/259222;Jul 1, 2012;UCR;Unknown;May 2, 1982 ;38;No national team players;-;-;Midfielder
Jauer Ruiz;https://www.transfermarkt.com/jauer-ruiz/profil/spieler/259226;Jan 1, 2010;AD San Carlos;AD Zona Norte;Dec 27, 1984 ;35;No national team players;-;-;Defender
Jauer Ruiz;https://www.transfermarkt.com/jauer-ruiz/profil/spieler/259226;Aug 1, 2010;AD Zona Norte;AD San Carlos;Dec 27, 1984 ;35;No national team players;-;-;Defender
Jauer Ruiz;https://www.transfermarkt.com/jauer-ruiz/profil/spieler/259226;Jan 1, 2011;AD San Carlos;Santos FC;Dec 27, 1984 ;35;No national team players;-;-;Defender
Jauer Ruiz;https://www.transfermarkt.com/jauer-ruiz/profil/spieler/259226;Jul 1, 2011;Santos FC;Cartagena-Cañas;Dec 27, 1984 ;35;No national team players;-;-;Defender
Jauer Ruiz;https://www.transfermarkt.com/jauer-ruiz/profil/spieler/259226;Jul 1, 2012;Cartagena-Cañas;Unknown;Dec 27, 1984 ;35;No national team players;-;-;Defender
Elmer Umaña;https://www.transfermarkt.com/elmer-umana/profil/spieler/258716;Jan 1, 2011;Limón FC;Brujas FC;Nov 4, 1984 ;35;No national team players;-;-;Forward
Elmer Umaña;https://www.transfermarkt.com/elmer-umana/profil/spieler/258716;Jul 1, 2011;Brujas FC;AD Carmelita;Nov 4, 1984 ;35;No national team players;-;-;Forward
Elmer Umaña;https://www.transfermarkt.com/elmer-umana/profil/spieler/258716;Jan 1, 2012;AD Carmelita;Unknown;Nov 4, 1984 ;35;No national team players;-;-;Forward
Roy Clark;https://www.transfermarkt.com/roy-clark/profil/spieler/281762;Jul 1, 2013;Unknown;Juv. Escazuceña;Aug 1, 1983 ;37;No national team players;-;-;Centre-Forward
Roy Clark;https://www.transfermarkt.com/roy-clark/profil/spieler/281762;Jan 5, 2014;Juv. Escazuceña;AD Aserrí;Aug 1, 1983 ;37;No national team players;-;-;Centre-Forward
Roy Clark;https://www.transfermarkt.com/roy-clark/profil/spieler/281762;Jul 1, 2014;AD Aserrí;Unknown;Aug 1, 1983 ;37;No national team players;-;-;Centre-Forward
Roy Clark;https://www.transfermarkt.com/roy-clark/profil/spieler/281762;Jul 1, 2016;Unknown;AD Aserrí;Aug 1, 1983 ;37;No national team players;-;-;Centre-Forward
Roy Clark;https://www.transfermarkt.com/roy-clark/profil/spieler/281762;Jan 1, 2017;AD Aserrí;Unknown;Aug 1, 1983 ;37;No national team players;-;-;Centre-Forward
Pablo Solano;https://www.transfermarkt.com/pablo-solano/profil/spieler/393379;Jul 1, 2010;Unknown;Mpl Turrialba;Sep 12, 1983 ;36;No national team players;-;-;Centre-Back
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2004;Santa Bárbara;AD Carmelita;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2004;AD Carmelita;Brujas FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2005;Brujas FC;AD Carmelita;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2005;AD Carmelita;Brujas FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Aug 1, 2005;Brujas FC;Miramar;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2006;Miramar;AD Carmelita;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2006;AD Carmelita;Brujas FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2007;Brujas FC;Alianza FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2007;Alianza FC;Brujas FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2008;Brujas FC;Puntarenas FC;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2008;Puntarenas FC;AD San Carlos;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2009;AD San Carlos;CQ Lifan;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Dec 31, 2009;CQ Lifan;AD San Carlos;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Feb 1, 2010;AD San Carlos;CC Yatai;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2010;CC Yatai;CQ Lifan;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Dec 31, 2010;CQ Lifan;CC Yatai;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2011;CC Yatai;DL Aerbin;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2012;DL Aerbin;SJZ Yongchang;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Feb 28, 2014;SJZ Yongchang;XJ T. Leopard;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Feb 4, 2015;XJ T. Leopard;AD Carmelita;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2015;AD Carmelita;CSD Municipal;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Feb 2, 2016;CSD Municipal;AD Carmelita;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2016;AD Carmelita;LD Alajuelense;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2017;LD Alajuelense;AD San Carlos;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2017;AD San Carlos;Grecia;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 26, 2018;Grecia;Cartaginés;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jun 30, 2018;Cartaginés;Grecia;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jul 1, 2018;Grecia;Career break;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Jan 1, 2019;Career break;La U;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Aug 19, 2019;La U;Without Club;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
Johnny Woodly;https://www.transfermarkt.com/johnny-woodly/profil/spieler/143783;Sep 1, 2019;Without Club;Barrio México;Jul 27, 1980 ;40;Costa RicaNo current national team players;-;-;Centre-Forward
José Espinoza;https://www.transfermarkt.com/jose-espinoza/profil/spieler/312999;Jan 1, 2000;Unknown;SC Ortmann;Nov 9, 1980 ;39;No national team players;-;-;Forward
José Espinoza;https://www.transfermarkt.com/jose-espinoza/profil/spieler/312999;Jul 1, 2009;SC Ortmann;Retired;Nov 9, 1980 ;39;No national team players;-;-;Forward
Jonathan Marchena;https://www.transfermarkt.com/jonathan-marchena/profil/spieler/235182;Sep 1, 2010;Limón FC;Atl. Chiriquí;Jul 30, 1984 ;36;No national team players;-;-;Centre-Back
Jonathan Marchena;https://www.transfermarkt.com/jonathan-marchena/profil/spieler/235182;Jul 1, 2011;Atl. Chiriquí;AD Carmelita;Jul 30, 1984 ;36;No national team players;-;-;Centre-Back
Jonathan Marchena;https://www.transfermarkt.com/jonathan-marchena/profil/spieler/235182;Jan 1, 2013;AD Carmelita;Unknown;Jul 30, 1984 ;36;No national team players;-;-;Centre-Back
Italo Marenco;https://www.transfermarkt.com/italo-marenco/profil/spieler/281776;Jul 1, 2009;Barrio México;Unknown;Feb 10, 1983 ;37;No national team players;-;-;Defender
Italo Marenco;https://www.transfermarkt.com/italo-marenco/profil/spieler/281776;Jul 1, 2010;Unknown;AD Desamparados;Feb 10, 1983 ;37;No national team players;-;-;Defender
Italo Marenco;https://www.transfermarkt.com/italo-marenco/profil/spieler/281776;Jul 1, 2011;AD Desamparados;AD Aserrí;Feb 10, 1983 ;37;No national team players;-;-;Defender
Italo Marenco;https://www.transfermarkt.com/italo-marenco/profil/spieler/281776;Jul 1, 2012;AD Aserrí;Juv. Escazuceña;Feb 10, 1983 ;37;No national team players;-;-;Defender
Italo Marenco;https://www.transfermarkt.com/italo-marenco/profil/spieler/281776;Jan 1, 2014;Juv. Escazuceña;Retired;Feb 10, 1983 ;37;No national team players;-;-;Defender
Diego Valerio;https://www.transfermarkt.com/diego-valerio/profil/spieler/331956;Jul 1, 2014;ADR Jicaral;AD San Carlos;Dec 6, 1983 ;36;No national team players;-;-;Centre-Back
Diego Valerio;https://www.transfermarkt.com/diego-valerio/profil/spieler/331956;Jan 1, 2015;AD San Carlos;ADR Jicaral;Dec 6, 1983 ;36;No national team players;-;-;Centre-Back
Diego Valerio;https://www.transfermarkt.com/diego-valerio/profil/spieler/331956;Jan 1, 2016;ADR Jicaral;Cofutpa;Dec 6, 1983 ;36;No national team players;-;-;Centre-Back
Diego Valerio;https://www.transfermarkt.com/diego-valerio/profil/spieler/331956;Jul 1, 2016;Cofutpa;ADR Jicaral;Dec 6, 1983 ;36;No national team players;-;-;Centre-Back
Diego Valerio;https://www.transfermarkt.com/diego-valerio/profil/spieler/331956;Jul 1, 2018;ADR Jicaral;Unknown;Dec 6, 1983 ;36;No national team players;-;-;Centre-Back
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 1999;Saprissa U17;AD Limonense;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2001;AD Limonense;Udinese;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2002;Udinese;Ascoli;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Dec 31, 2002;Ascoli;Udinese;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jan 1, 2003;Udinese;Loko Moscow;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2005;Loko Moscow;Saturn;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Dec 31, 2005;Saturn;Loko Moscow;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Aug 1, 2006;Loko Moscow;Slovan Liberec;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2007;Slovan Liberec;LD Alajuelense;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2008;LD Alajuelense;Poli. Timisoara;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Aug 1, 2010;Poli. Timisoara;Xäzär Länkäran;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jun 30, 2011;Xäzär Länkäran;Poli. Timisoara;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2011;Poli. Timisoara;FC Baku;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jan 1, 2013;FC Baku;Without Club;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Oct 8, 2013;Without Club;CS Uruguay;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Feb 7, 2014;CS Uruguay;ADF Siquirreña;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jul 1, 2014;ADF Siquirreña;Limón FC;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jan 22, 2015;Limón FC;Santos FC;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Winston Parks;https://www.transfermarkt.com/winston-parks/profil/spieler/9655;Jan 1, 2016;Santos FC;Unknown;Oct 12, 1981 ;38;Costa RicaNo current national team players;27;-;Centre-Forward
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jan 1, 2006;Santos FC;Herediano;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Sep 21, 2010;Herediano;Santos FC;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jan 1, 2012;Santos FC;CD Victoria;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jan 1, 2013;CD Victoria;Puntarenas FC;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jul 1, 2016;Puntarenas FC;Grecia;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jan 1, 2019;Grecia;CS Uruguay;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Christian Blanco;https://www.transfermarkt.com/christian-blanco/profil/spieler/108727;Jul 1, 2019;CS Uruguay;Juv. Escazuceña;Nov 4, 1980 ;39;Costa RicaNo current national team players;2;-;Centre-Back
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2004;AD Carmelita;Cartaginés;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2007;Cartaginés;LD Alajuelense;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Feb 4, 2008;LD Alajuelense;AD San Carlos;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2009;AD San Carlos;Cartaginés;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jan 1, 2010;Cartaginés;Herediano;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2011;Herediano;Platense;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Sep 7, 2011;Platense;Orión FC;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Dec 31, 2011;Orión FC;Platense FC;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2012;Platense FC;AD Carmelita;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2014;AD Carmelita;Unknown;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jan 1, 2015;Unknown;Huehueteco;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jan 12, 2016;Huehueteco;Cofutpa;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jul 1, 2018;Cofutpa;Mpl. San Ramón;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Berny Solórzano;https://www.transfermarkt.com/berny-solorzano/profil/spieler/108732;Jan 1, 2019;Mpl. San Ramón;Cofutpa;Jul 23, 1983 ;37;Costa RicaNo current national team players;1;-;Attacking Midfield
Roberth Arias;https://www.transfermarkt.com/roberth-arias/profil/spieler/122556;Jul 1, 2011;Herediano;Pérez Zeledón;Mar 18, 1980 ;40;Costa RicaNo current national team players;7;-;Centre-Back
Roberth Arias;https://www.transfermarkt.com/roberth-arias/profil/spieler/122556;Jan 3, 2013;Pérez Zeledón;Heredia;Mar 18, 1980 ;40;Costa RicaNo current national team players;7;-;Centre-Back
Roberth Arias;https://www.transfermarkt.com/roberth-arias/profil/spieler/122556;Jan 1, 2014;Heredia;Pérez Zeledón;Mar 18, 1980 ;40;Costa RicaNo current national team players;7;-;Centre-Back
Roberth Arias;https://www.transfermarkt.com/roberth-arias/profil/spieler/122556;Jul 1, 2014;Pérez Zeledón;Retired;Mar 18, 1980 ;40;Costa RicaNo current national team players;7;-;Centre-Back
Luis Mora;https://www.transfermarkt.com/luis-mora/profil/spieler/391612;Jul 1, 2015;Suchitepéquez;CD Marquense;Jan 24, 1985 ;35;No national team players;-;-;Forward
Luis Mora;https://www.transfermarkt.com/luis-mora/profil/spieler/391612;Jul 1, 2016;CD Marquense;Malacateco;Jan 24, 1985 ;35;No national team players;-;-;Forward
Luis Mora;https://www.transfermarkt.com/luis-mora/profil/spieler/391612;Jul 1, 2017;Malacateco;U San Carlos;Jan 24, 1985 ;35;No national team players;-;-;Forward
Luis Mora;https://www.transfermarkt.com/luis-mora/profil/spieler/391612;Jul 1, 2018;U San Carlos;N. Concepción;Jan 24, 1985 ;35;No national team players;-;-;Forward
Luis Mora;https://www.transfermarkt.com/luis-mora/profil/spieler/391612;Jan 1, 2019;N. Concepción;Quiché;Jan 24, 1985 ;35;No national team players;-;-;Forward
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jul 1, 2010;Brujas FC;UCR;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jul 1, 2011;UCR;Puntarenas FC;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jul 1, 2012;Puntarenas FC;Without Club;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jul 1, 2013;Without Club;ADR Jicaral;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jul 1, 2014;ADR Jicaral;Liberia;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Warner Hernández;https://www.transfermarkt.com/warner-hernandez/profil/spieler/194497;Jan 1, 2015;Liberia;Unknown;Oct 11, 1980 ;39;No national team players;-;-;Goalkeeper
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jan 1, 2008;Unknown;Cartaginés;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jul 1, 2008;Cartaginés;Paraíso Total;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jun 30, 2009;Paraíso Total;Cartaginés;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jul 1, 2009;Cartaginés;AD Carmelita;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jul 1, 2010;AD Carmelita;Barrio México;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jul 1, 2011;Barrio México;Puntarenas FC;Feb 13, 1985 ;35;No national team players;-;-;Defender
Tomás Quesada;https://www.transfermarkt.com/tomas-quesada/profil/spieler/194500;Jan 1, 2012;Puntarenas FC;Orión FC;Feb 13, 1985 ;35;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jul 1, 2005;Herediano;Puntarenas FC;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jan 1, 2006;Puntarenas FC;Herediano;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jul 1, 2006;Herediano;Pérez Zeledón;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jul 1, 2009;Pérez Zeledón;AD San Carlos;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jul 1, 2010;AD San Carlos;Barrio México;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jul 1, 2011;Barrio México;Puntarenas FC;Aug 16, 1980 ;40;No national team players;-;-;Defender
Luis Venegas;https://www.transfermarkt.com/luis-venegas/profil/spieler/194502;Jan 1, 2012;Puntarenas FC;Retired;Aug 16, 1980 ;40;No national team players;-;-;Defender
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jul 1, 2006;Santacruceña;Santos FC;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jul 1, 2008;Santos FC;UCR;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jul 1, 2009;UCR;Cartaginés;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jan 1, 2015;Cartaginés;UCR;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jul 1, 2015;UCR;Turrialba;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jan 1, 2016;Turrialba;Pérez Zeledón;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jan 1, 2017;Pérez Zeledón;Liberia;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Oct 24, 2017;Liberia;Without Club;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Eduardo Valverde;https://www.transfermarkt.com/eduardo-valverde/profil/spieler/210377;Jan 1, 2018;Without Club;Turrialba;Apr 10, 1982 ;38;Costa RicaNo current national team players;4;-;Right Midfield
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 1999;Santa Bárbara;Karlsruher SC;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2000;Karlsruher SC;Herediano;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
